,card_number,expiry_date,card_provider,date_payment_confirmed
11854,4287307919429380,,VISA 16 digit,2013-03-19
11855,30064119682730,,Diners Club / Carte Blanche,2007-09-27
11856,3583457017024530,,JCB 16 digit,1998-03-11
11857,379991550499258,,American Express,2003-06-15
11858,4147557926551400,,VISA 16 digit,2011-11-16
11859,180080819952064,,JCB 15 digit,1993-10-19
11860,30552315394589,,Diners Club / Carte Blanche,1994-12-18
11861,4316777457579580000,,VISA 19 digit,2009-03-10
11862,630466795154,,Maestro,2013-07-17
11863,2279918850496550,,Mastercard,1994-06-15
11864,379893122393789,,American Express,2001-03-07
11865,4209297851183,,VISA 13 digit,2014-08-15
11866,376293598747597,,American Express,2014-06-06
11867,3519439927406840,,JCB 16 digit,1995-07-13
11868,213179073422557,,JCB 15 digit,2013-02-09
11869,4940898361614560,,VISA 16 digit,2001-01-05
11870,180095263314470,,JCB 15 digit,2020-07-25
11871,2248136910829200,,Mastercard,1993-12-01
11872,30334729452752,,Diners Club / Carte Blanche,2015-05-20
11873,501810242633,,Maestro,2005-03-20
11874,372153692478164,,American Express,2014-03-06
11875,30078375575297,,Diners Club / Carte Blanche,2009-10-24
11876,4807251750012290,,VISA 16 digit,2020-03-07
11877,180096280106717,,JCB 15 digit,1999-06-18
11878,4865175344859360,,VISA 16 digit,2022-03-12
11879,4734125391655170,,VISA 16 digit,2018-01-10
11880,4652719606340560,,VISA 16 digit,2018-10-10
11881,180055366580559,,JCB 15 digit,1998-12-13
11882,4636087716343,,VISA 13 digit,2000-11-27
11883,6011218531362660,,Discover,2002-10-21
11884,562143522158,,Maestro,2000-02-25
11885,180096890345770,,JCB 15 digit,2014-08-14
11886,676167052700,,Maestro,2002-11-15
11887,3533585163994230,,JCB 16 digit,2001-01-28
11888,6011418041742740,,Discover,2011-06-18
11889,30062239821105,,Diners Club / Carte Blanche,2011-10-22
11890,4974196577730,,VISA 13 digit,2010-07-13
11891,2603855353968960,,Mastercard,2004-07-28
11892,4766768597634480000,,VISA 19 digit,2013-05-03
11893,213121135937412,,JCB 15 digit,2009-05-19
11894,4019863543746,,VISA 13 digit,1993-06-01
11895,4548613589375080,,VISA 16 digit,2019-03-28
11896,4079323415151030000,,VISA 19 digit,1995-01-16
11897,4982857024378150,,VISA 16 digit,2020-05-31
11898,30261176416479,,Diners Club / Carte Blanche,2009-06-22
11899,4309579070377,,VISA 13 digit,2000-08-21
11900,4177212788294220,,VISA 16 digit,2022-09-04
11901,5445282806431990,,Mastercard,1996-01-22
11902,4888633136357590,,VISA 16 digit,2007-12-30
11903,344856418383691,,American Express,2021-01-24
11904,502064079101,,Maestro,2013-03-29
11905,4354053527666,,VISA 13 digit,2007-07-07
11906,4476925881441710,,VISA 16 digit,2022-11-19
11907,347731471991408,,American Express,2003-06-01
11908,3543628884330320,,JCB 16 digit,1997-05-18
11909,213169243450562,,JCB 15 digit,1994-12-31
11910,213172562559153,,JCB 15 digit,2018-08-19
11911,3555519796000010,,JCB 16 digit,2016-05-14
11912,2251556701569050,,Mastercard,1995-10-11
11913,4275235091634900000,,VISA 19 digit,1996-12-19
11914,4511621822705800000,,VISA 19 digit,2012-10-20
11915,4299848077879510,,VISA 16 digit,2013-02-28
11916,6543114752872890,,Discover,2007-08-24
11917,3530198573141520,,JCB 16 digit,2021-01-31
11918,2550311540762000,,Mastercard,2008-05-17
11919,4140585964568170,,VISA 16 digit,2001-05-18
11920,676173121689,,Maestro,2017-01-17
11921,4258327611191320,,VISA 16 digit,2011-01-16
11922,502084051221,,Maestro,2014-04-06
11923,30545861296984,,Diners Club / Carte Blanche,2002-11-22
11924,3552718649971510,,JCB 16 digit,2002-05-14
11925,4843107297872940000,,VISA 19 digit,2019-11-09
11926,4160704949110160000,,VISA 19 digit,1999-09-18
11927,213143595575342,,JCB 15 digit,2020-04-16
11928,4615206963350370000,,VISA 19 digit,1998-09-29
11929,377507679644863,,American Express,2020-09-25
11930,4460561780050010,,VISA 16 digit,2007-10-07
11931,676198745157,,Maestro,2005-05-16
11932,30320807294422,,Diners Club / Carte Blanche,2012-03-17
11933,180061450295484,,JCB 15 digit,2004-02-11
11934,213170182356885,,JCB 15 digit,2012-05-12
11935,4815494333209550,,VISA 16 digit,2004-02-10
11936,6528742147463730,,Discover,2005-12-11
11937,6527354366846240,,Discover,2016-05-31
11938,502089024728,,Maestro,2014-01-23
11939,4825558631544730000,,VISA 19 digit,1994-08-27
11940,375323770784216,,American Express,2001-06-22
11941,3519950602866640,,JCB 16 digit,2021-05-29
11942,3542411342807190,,JCB 16 digit,1997-01-06
11943,5387673435906440,,Mastercard,1993-05-06
11944,213196454151647,,JCB 15 digit,2009-05-22
11945,586748833835,,Maestro,2013-10-28
11946,4211353323787530,,VISA 16 digit,2022-05-03
11947,3532623206224600,,JCB 16 digit,2017-10-04
11948,4430413352458200000,,VISA 19 digit,2003-10-30
11949,6011387319064730,,Discover,2011-07-03
11950,3581253935284900,,JCB 16 digit,2021-08-26
11951,3552954512895210,,JCB 16 digit,2000-03-25
11952,180056278993609,,JCB 15 digit,2014-09-19
11953,345753144832878,,American Express,2020-12-12
11954,340019070936983,,American Express,2015-12-28
11955,213114838253526,,JCB 15 digit,2013-12-08
11956,3574983455111090,,JCB 16 digit,2021-02-13
11957,4357491032890940,,VISA 16 digit,1994-06-14
11958,4601088542502390,,VISA 16 digit,1995-08-23
11959,3536997620444980,,JCB 16 digit,2019-06-16
11960,3564444620211360,,JCB 16 digit,2005-02-02
11961,3584664799612820,,JCB 16 digit,2010-01-29
11962,213179064899482,,JCB 15 digit,1997-07-30
11963,4875710698458,,VISA 13 digit,1995-02-18
11964,4676798193986,,VISA 13 digit,2000-02-27
11965,3574569817392450,,JCB 16 digit,2005-09-28
11966,2299987893842270,,Mastercard,2006-03-22
11967,4867295809626,,VISA 13 digit,1998-02-18
11968,3515973360486170,,JCB 16 digit,2015-02-01
11969,213108512665344,,JCB 15 digit,2013-12-16
11970,180024383687227,,JCB 15 digit,2005-09-15
11971,2280471215395140,,Mastercard,2005-10-23
11972,345742739143163,,American Express,2021-04-09
11973,3513501985995700,,JCB 16 digit,2022-09-16
11974,4387907916776,,VISA 13 digit,2014-01-02
11975,213164883841774,,JCB 15 digit,2000-12-10
11976,4997036381073340000,,VISA 19 digit,2014-02-28
11977,30516392507066,,Diners Club / Carte Blanche,1993-12-26
11978,503810540842,,Maestro,2008-09-12
11979,3583788761041810,,JCB 16 digit,2000-01-03
11980,376138522643083,,American Express,1995-06-11
11981,180041274303003,,JCB 15 digit,2000-04-21
11982,340606179767598,,American Express,2019-11-10
11983,4272548566632280000,,VISA 19 digit,1995-11-23
11984,3553888733369770,,JCB 16 digit,1992-11-29
11985,348145660128186,,American Express,2009-05-23
11986,3548379184640190,,JCB 16 digit,2008-02-17
11987,4478649054699430000,,VISA 19 digit,2011-03-03
11988,3577843227467780,,JCB 16 digit,2004-12-12
11989,2254347520785950,,Mastercard,2020-03-17
11990,3540179794693400,,JCB 16 digit,2013-09-12
11991,4024258103217820000,,VISA 19 digit,2005-03-18
11992,6011547442455690,,Discover,2015-03-09
11993,30280173725567,,Diners Club / Carte Blanche,2000-05-14
11994,6547690604187640,,Discover,2022-06-23
11995,3507939357461500,,JCB 16 digit,2005-12-11
11996,574700774213,,Maestro,2002-10-01
11997,6011825412565820,,Discover,2004-08-03
11998,4684736731938780000,,VISA 19 digit,2005-06-03
11999,30398881611489,,Diners Club / Carte Blanche,1997-03-03
12000,213146517899377,,JCB 15 digit,2007-05-29
12001,4918426530415,,VISA 13 digit,1998-05-09
12002,213174989035783,,JCB 15 digit,2000-03-22
12003,3504253150870410,,JCB 16 digit,2021-07-27
12004,4303249455969,,VISA 13 digit,2022-03-18
12005,3501426629872350,,JCB 16 digit,2007-04-28
12006,4493609462935620,,VISA 16 digit,2004-04-06
12007,180061034554513,,JCB 15 digit,2010-12-26
12008,6011994869975520,,Discover,1996-12-11
12009,30436277330908,,Diners Club / Carte Blanche,2006-11-15
12010,4660496534814600,,VISA 16 digit,2002-02-01
12011,4852610972681070000,,VISA 19 digit,2018-05-17
12012,4291449218627580000,,VISA 19 digit,2003-11-28
12013,180086160422425,,JCB 15 digit,2017-01-02
12014,4220762581797680,,VISA 16 digit,2001-08-28
12015,180022640584757,,JCB 15 digit,2021-09-08
12016,3540006568955500,,JCB 16 digit,2014-02-26
12017,2239993631953810,,Mastercard,1994-10-30
12018,373056565781151,,American Express,1993-02-17
12019,4601670630143430,,VISA 16 digit,1998-01-15
12020,4036704856227590,,VISA 16 digit,2007-05-29
12021,4327603699367,,VISA 13 digit,2017-05-12
12022,2228335661426630,,Mastercard,2003-09-05
12023,4397734133259320,,VISA 16 digit,2013-09-01
12024,501858658179,,Maestro,2019-12-19
12025,30369599441568,,Diners Club / Carte Blanche,2019-07-27
12026,30565262413947,,Diners Club / Carte Blanche,2012-08-21
12027,38864320908283,,Diners Club / Carte Blanche,2001-10-14
12028,30222628621173,,Diners Club / Carte Blanche,2020-12-07
12029,3505709964068810,,JCB 16 digit,2019-12-11
12030,377466259705729,,American Express,2021-02-12
12031,5577943133184550,,Mastercard,1992-12-17
12032,502044022742,,Maestro,2012-02-11
12033,213176237209011,,JCB 15 digit,2019-04-01
12034,30202040781334,,Diners Club / Carte Blanche,2009-04-29
12035,5194664932766970,,Mastercard,2020-06-23
12036,675967945873,,Maestro,2009-01-04
12037,6503393843931600,,Discover,2016-08-14
12038,2321073623533950,,Mastercard,1998-08-17
12039,370854434606234,,American Express,2003-04-11
12040,4989821156568490000,,VISA 19 digit,2007-11-13
12041,4905357526226970,,VISA 16 digit,2008-02-13
12042,3542995827336440,,JCB 16 digit,2015-08-29
12043,4109999255970410,,VISA 16 digit,1994-05-27
12044,4608621142696900000,,VISA 19 digit,1999-02-09
12045,4844943703466230000,,VISA 19 digit,1995-06-16
12046,3563925571608840,,JCB 16 digit,2009-03-25
12047,676361613265,,Maestro,1999-08-04
12048,639088009746,,Maestro,2004-02-12
12049,2229124834032080,,Mastercard,2000-05-21
12050,3506004139442090,,JCB 16 digit,2012-08-17
12051,3574693572783210,,JCB 16 digit,1993-06-02
12052,4894867768785930,,VISA 16 digit,1998-05-19
12053,3538742544870940,,JCB 16 digit,1999-08-02
12054,4806516796346830,,VISA 16 digit,1999-07-28
12055,3585370627641110,,JCB 16 digit,2017-06-02
12056,30424031420959,,Diners Club / Carte Blanche,2000-04-09
12057,6540124850325150,,Discover,2007-01-08
12058,213135297418748,,JCB 15 digit,2013-09-01
12059,676104738999,,Maestro,2001-12-21
12060,6011729102355040,,Discover,2010-06-25
12061,4621018333415450,,VISA 16 digit,2005-01-25
12062,675971162796,,Maestro,2011-06-08
12063,3586598336470830,,JCB 16 digit,2014-10-08
12064,587231144359,,Maestro,2011-02-26
12065,3519599570627750,,JCB 16 digit,2006-05-21
12066,3559683068266670,,JCB 16 digit,1995-03-05
12067,4282378967882240,,VISA 16 digit,1996-03-21
12068,2277919335464190,,Mastercard,1998-11-25
12069,4480981980856440000,,VISA 19 digit,2008-04-10
12070,4309330703624430,,VISA 16 digit,2022-01-03
12071,5555136860096830,,Mastercard,2005-06-22
12072,3513941865992270,,JCB 16 digit,1992-11-29
12073,4411240117163,,VISA 13 digit,2020-02-18
12074,213170710269451,,JCB 15 digit,2013-03-08
12075,4616433203196,,VISA 13 digit,1996-10-24
12076,2226158661521640,,Mastercard,2002-04-14
12077,4589200283274230000,,VISA 19 digit,2000-11-09
12078,3534231821783430,,JCB 16 digit,2012-02-19
12079,6529859357716950,,Discover,2017-05-12
12080,4643552417886,,VISA 13 digit,1994-11-13
12081,4672435145881630000,,VISA 19 digit,1995-10-08
12082,4489130293589970000,,VISA 19 digit,2008-12-24
12083,6011802312354020,,Discover,2006-07-18
12084,4317841040029810,,VISA 16 digit,1996-06-20
12085,4448821855449,,VISA 13 digit,1994-05-03
12086,346100928966986,,American Express,2010-12-31
12087,4234191203945790,,VISA 16 digit,1994-02-20
12088,3593977084403830,,JCB 16 digit,2002-05-15
12089,341478279311480,,American Express,2001-06-06
12090,342336851904966,,American Express,2002-01-28
12091,4964417396360840,,VISA 16 digit,2011-11-15
12092,349904951356925,,American Express,2021-03-27
12093,4880306022723000,,VISA 16 digit,2020-08-09
12094,346272107751909,,American Express,2020-09-30
12095,30036243103387,,Diners Club / Carte Blanche,2003-12-27
12096,3595701774446830,,JCB 16 digit,2003-12-20
12097,38790548047192,,Diners Club / Carte Blanche,2003-01-16
12098,567771439799,,Maestro,2002-12-04
12099,4161855611029410,,VISA 16 digit,2013-08-27
12100,342820650615683,,American Express,2013-06-19
12101,345922082823658,,American Express,2000-04-22
12102,2252246930539610,,Mastercard,1997-10-29
12103,180081731643088,,JCB 15 digit,2020-10-03
12104,4762460926690160000,,VISA 19 digit,2018-01-01
12105,3514552119703280,,JCB 16 digit,2010-10-26
12106,3585873649919350,,JCB 16 digit,2002-11-30
12107,3524023498628710,,JCB 16 digit,2008-08-29
12108,6599234276027590,,Discover,2020-11-08
12109,377272232348813,,American Express,1996-03-14
12110,3580487151273810,,JCB 16 digit,2008-06-24
12111,345819208211364,,American Express,2021-02-24
12112,2249876498105120,,Mastercard,2013-02-12
12113,213193148367820,,JCB 15 digit,2010-03-04
12114,4501520193273810,,VISA 16 digit,2014-09-21
12115,676265804754,,Maestro,2012-10-09
12116,4912220414106500,,VISA 16 digit,1999-11-03
12117,4728935712630690,,VISA 16 digit,1994-12-09
12118,213119964551742,,JCB 15 digit,2019-12-09
12119,30459333193805,,Diners Club / Carte Blanche,2009-09-27
12120,6011270209902950,,Discover,2009-06-29
12121,4778779234518790,,VISA 16 digit,2005-09-20
12122,3583337445395090,,JCB 16 digit,2014-08-29
12123,4214387627748270000,,VISA 19 digit,2012-08-17
12124,2326451112420230,,Mastercard,2004-09-28
12125,5299357587183270,,Mastercard,2015-10-16
12126,30191900420887,,Diners Club / Carte Blanche,2019-12-10
12127,180026828959442,,JCB 15 digit,2015-02-11
12128,30133613469926,,Diners Club / Carte Blanche,2014-07-16
12129,6011577632273550,,Discover,2004-12-29
12130,6011501927742460,,Discover,1993-03-15
12131,6541957357603980,,Discover,2004-09-25
12132,4629265390837530,,VISA 16 digit,2001-05-01
12133,180023751102983,,JCB 15 digit,2002-08-13
12134,589386409439,,Maestro,1993-01-22
12135,3586384969017000,,JCB 16 digit,2008-04-16
12136,4460674505753880,,VISA 16 digit,2012-08-23
12137,3588732057465870,,JCB 16 digit,1995-04-30
12138,180025531390242,,JCB 15 digit,1995-12-17
12139,342778631271812,,American Express,2021-04-28
12140,30568799542402,,Diners Club / Carte Blanche,2020-05-12
12141,2416706271781240,,Mastercard,1997-07-10
12142,213113554010490,,JCB 15 digit,2002-01-09
12143,30181101653436,,Diners Club / Carte Blanche,2017-03-19
12144,3580433927867250,,JCB 16 digit,2007-05-24
12145,4973489267017,,VISA 13 digit,1993-05-02
12146,180031196672551,,JCB 15 digit,1995-01-23
12147,4758803949162350,,VISA 16 digit,2007-06-12
12148,4771279341598120000,,VISA 19 digit,2009-08-19
12149,4933558557193,,VISA 13 digit,2016-05-02
12150,3579967336964010,,JCB 16 digit,2017-10-07
12151,3558879003649880,,JCB 16 digit,2002-01-16
12152,4261798635364840000,,VISA 19 digit,1993-06-20
12153,30156383147554,,Diners Club / Carte Blanche,2022-04-15
12154,213129578278509,,JCB 15 digit,2021-05-30
12155,3565275373735670,,JCB 16 digit,2015-08-29
12156,3530644341995280,,JCB 16 digit,2016-02-26
12157,345379729903700,,American Express,2001-05-03
12158,376261294657048,,American Express,1993-07-26
12159,3566734374613910,,JCB 16 digit,2004-06-08
12160,4147655431631720,,VISA 16 digit,1999-01-17
12161,6516652804938980,,Discover,2015-07-14
12162,4427876336115020000,,VISA 19 digit,2004-12-27
12163,4973598260684010000,,VISA 19 digit,2013-02-14
12164,5448139826185000,,Mastercard,2008-08-26
12165,3544551770791690,,JCB 16 digit,2001-06-13
12166,4058249848450190000,,VISA 19 digit,2007-01-28
12167,370341750942898,,American Express,1997-11-24
12168,4297109663200710,,VISA 16 digit,2008-01-18
12169,4446893871913000,,VISA 16 digit,2021-04-12
12170,6565055680045160,,Discover,2009-05-28
12171,4308333006782430,,VISA 16 digit,2007-06-06
12172,3540267559067990,,JCB 16 digit,1999-07-21
12173,3591086169339470,,JCB 16 digit,2018-09-16
12174,4465201500559350000,,VISA 19 digit,1999-11-06
12175,38631391641238,,Diners Club / Carte Blanche,2019-08-27
12176,675917042169,,Maestro,2000-12-16
12177,3537942554491460,,JCB 16 digit,2019-10-22
12178,3568017509575740,,JCB 16 digit,2006-02-16
12179,30074732303234,,Diners Club / Carte Blanche,2009-11-14
12180,675958354416,,Maestro,2016-07-20
12181,6011947774577670,,Discover,2006-10-17
12182,4031331889039740000,,VISA 19 digit,2008-07-14
12183,3509570301571400,,JCB 16 digit,1997-03-17
12184,379477463518913,,American Express,1997-02-08
12185,4713608837473090000,,VISA 19 digit,2001-06-19
12186,4730986754022240,,VISA 16 digit,2007-11-11
12187,373169706308444,,American Express,1993-03-28
12188,3547940528319280,,JCB 16 digit,2008-02-15
12189,4651656028648410,,VISA 16 digit,2017-07-12
12190,4239851757516860000,,VISA 19 digit,1995-08-03
12191,6510306412301430,,Discover,2013-10-19
12192,2552229072376910,,Mastercard,2003-05-16
12193,342261339061462,,American Express,2021-07-24
12194,30352166485267,,Diners Club / Carte Blanche,2014-04-15
12195,343129018624950,,American Express,2016-10-15
12196,4761810223503040,,VISA 16 digit,2011-08-26
12197,4387320220509,,VISA 13 digit,1998-12-22
12198,4696186771865760,,VISA 16 digit,2006-09-14
12199,376542955086829,,American Express,2002-02-14
12200,180093418755770,,JCB 15 digit,2003-01-23
12201,4722822380228730000,,VISA 19 digit,2006-02-15
12202,213122248647021,,JCB 15 digit,2005-01-15
12203,213122429022002,,JCB 15 digit,2007-07-06
12204,3594636896582220,,JCB 16 digit,2003-09-19
12205,676141614963,,Maestro,2002-09-16
12206,4576344326017,,VISA 13 digit,1994-04-01
12207,3560053307745130,,JCB 16 digit,
12208,343676623741140,,American Express,2012-08-24
12209,3560599013109680,,JCB 16 digit,2014-10-02
12210,4921095089837230,,VISA 16 digit,2018-07-28
12211,30472900462487,,Diners Club / Carte Blanche,2021-04-23
12212,30397401141373,,Diners Club / Carte Blanche,2005-01-06
12213,4458126660295,,VISA 13 digit,2002-01-23
12214,30475481786562,,Diners Club / Carte Blanche,2020-02-22
12215,4801466590513620,,VISA 16 digit,1995-12-19
12216,4681846650903090,,VISA 16 digit,2003-01-30
12217,3501315015444760,,JCB 16 digit,2004-12-21
12218,4261291517032790,,VISA 16 digit,2012-11-28
12219,4199428127316170,,VISA 16 digit,2002-01-15
12220,2260251505868480,,Mastercard,2017-11-30
12221,5456838941521320,,Mastercard,1994-05-24
12222,4463307280871,,VISA 13 digit,2008-07-25
12223,3549200580072330,,JCB 16 digit,2012-08-29
12224,373621638477382,,American Express,1996-12-22
12225,5363777931940180,,Mastercard,2011-11-10
12226,213111068597762,,JCB 15 digit,2012-09-03
12227,3554967364081080,,JCB 16 digit,2019-03-12
12228,676354645050,,Maestro,1995-03-26
12229,30391934532315,,Diners Club / Carte Blanche,2016-04-22
12230,4333526865424,,VISA 13 digit,2007-05-23
12231,6529669927883910,,Discover,1998-05-11
12232,180061360481760,,JCB 15 digit,1998-03-09
12233,4060498380799,,VISA 13 digit,2001-02-28
12234,6011464703456800,,Discover,1993-08-23
12235,4540575213693570,,VISA 16 digit,2005-11-24
